ScenarioID,ParallelShift,VolShock,CorrShock,EURUSD_PnL,USDJPY_PnL,GBPUSD_PnL,PortfolioPnL
685,-0.003713,-0.000808,-0.005834,25246.66,11463.37,7537.91,44247.94
686,0.000562,-0.055336,-0.01444,565.91,-2584.64,-2912.54,-4931.27
687,0.02098,0.076223,-0.002489,-131881.55,-41888.62,-37485.91,-211256.08
688,0.008885,-0.024453,0.032908,-58571.98,-11564.99,-15070.35,-85207.32
689,0.013843,-0.027005,-0.026227,-97199.3,-25240.61,-23950.89,-146390.8
690,-0.012476,0.06591,0.02312,91506.33,22179.73,24200.64,137886.7
691,0.00384,0.071381,0.010855,-23765.8,-4284.93,-4978.53,-33029.26
692,0.010818,-0.024402,-0.003448,-76350.84,-24397.45,-17241.93,-117990.22
693,0.005642,-0.048977,0.025647,-21090.64,-14556.12,-10228.63,-45875.39
694,-0.006216,-0.004744,0.005478,37786.39,12222.74,10990.25,60999.38
695,0.004716,0.073325,-0.00029,-32962.89,-7814.62,-7405.53,-48183.04
696,-0.001928,0.024251,-0.007663,9965.53,-1648.57,2699.35,11016.31
697,-0.017625,-0.03197,0.01159,114027.74,36443.45,30798.85,181270.04
698,-0.002386,-0.024067,0.006508,17957.21,5015.06,3300.02,26272.29
699,0.008647,-0.065537,0.013748,-52426.89,-17562.37,-15066.2,-85055.46
700,-0.0189,0.069368,0.016773,126077.98,41965.77,33263.14,201306.89
701,-0.00583,0.05959,-0.008617,45440.52,13845.88,12057.35,71343.75
702,0.005791,0.026637,0.004305,-40520.13,-11973.22,-8243.3,-60736.65
703,0.007193,0.025063,-0.041915,-46654.0,-16059.32,-14721.63,-77434.95
704,0.009038,-0.101265,0.016733,-50260.3,-19608.44,-15874.06,-85742.8
705,0.009676,-0.038183,0.013216,-65374.04,-23971.07,-16243.55,-105588.66
706,-0.000267,-0.08605,0.028306,-337.33,2092.47,3674.72,5429.86
707,0.002476,0.063665,-0.017261,-8851.41,-7677.29,-5450.6,-21979.3
708,-0.014547,0.013421,0.012619,103148.41,26253.21,26061.13,155462.75
709,0.00412,0.030739,-0.015455,-38923.48,-6532.19,-7460.15,-52915.82
710,0.002802,-0.00473,0.00469,-14353.37,-11456.13,-2594.15,-28403.65
711,-0.001821,0.081354,-0.009189,8505.92,3379.97,4169.25,16055.14
712,-0.002744,0.028626,-0.007743,18176.73,12471.06,5488.27,36136.06
713,0.004375,-0.073628,0.027086,-22674.27,-11330.77,-5518.98,-39524.02
714,0.003298,0.002321,0.025819,-23753.84,-9092.89,-5323.41,-38170.14
715,0.005282,0.048316,-0.003019,-37955.92,-3507.1,-11364.37,-52827.39
716,0.000551,0.038985,0.023022,-6411.64,-6782.23,-2139.59,-15333.46
717,0.008613,0.031875,0.013402,-50758.42,-14067.52,-16538.79,-81364.73
718,-0.011979,0.018524,-0.02097,74787.45,28827.74,21344.14,124959.33
719,0.000285,0.002464,-0.002123,4235.98,-5142.2,-3607.83,-4514.05
720,-0.009364,0.014458,0.036107,67183.04,21441.34,16133.3,104757.68
721,-0.013325,0.025749,0.040519,89409.34,26301.11,22715.53,138425.98
722,0.005998,0.005587,0.0182,-38341.75,-13317.81,-9977.66,-61637.22
723,-0.005397,0.087038,0.016462,30234.15,9095.42,10520.62,49850.19
724,0.001833,0.015126,-0.003843,-9564.16,-4355.49,-2062.97,-15982.62
725,0.00773,0.080337,-0.010294,-48957.89,-19890.54,-9798.17,-78646.6
726,-0.019755,0.084143,0.001869,139279.6,40988.24,34435.69,214703.53
727,0.005881,-0.081832,-0.013043,-41672.64,-11007.56,-10223.94,-62904.14
728,0.006181,0.008239,0.021172,-43018.01,-12805.55,-8536.14,-64359.7
729,0.009093,-0.073982,-0.020422,-57654.68,-19800.36,-15953.13,-93408.17
730,0.007962,0.014469,0.006954,-46972.98,-13497.47,-19965.74,-80436.19
731,-0.003866,-0.044148,0.009506,23156.53,8346.74,8431.59,39934.86
732,-0.00603,0.018141,0.031077,44170.25,7905.37,9908.46,61984.08
733,0.003558,0.027639,-0.005047,-26042.14,-7268.85,-8364.97,-41675.96
734,0.010997,0.093434,0.007894,-69923.74,-20271.72,-17591.52,-107786.98
735,-0.002755,-0.002392,-0.012191,18904.4,6683.08,3234.14,28821.62
736,-0.010747,-0.066301,0.008331,72395.14,22317.48,19628.42,114341.04
737,-0.00901,-0.053513,0.004822,51745.53,18143.25,20609.63,90498.41
738,-0.013485,-0.021487,-0.042458,90578.04,34218.9,24398.39,149195.33
739,-0.006138,0.109071,-0.034847,43013.0,13084.1,10185.71,66282.81
740,0.008071,-0.059099,0.006252,-50067.01,-19561.96,-10143.4,-79772.37
741,-0.001818,-0.006933,-0.020554,11077.12,10822.85,2658.54,24558.51
742,0.005187,0.047527,-0.003628,-35158.21,-9475.95,-9507.93,-54142.09
743,-0.003318,0.046994,-0.001388,27883.9,6692.97,3139.71,37716.58
744,-0.034258,-0.091907,-0.033319,250415.55,69027.7,55660.58,375103.83
745,-0.001309,-0.054091,0.009262,10738.77,4381.28,-2838.8,12281.25
746,0.000454,-0.00607,-0.024433,-13634.11,-1279.65,1338.11,-13575.65
747,-0.025818,-0.041626,0.002631,188436.16,53279.8,48784.59,290500.55
748,-0.017953,-0.100847,0.020354,112198.84,39086.03,30649.27,181934.14
749,-0.00901,-0.021333,-0.025781,58799.92,18973.27,14844.97,92618.16
750,-0.005849,0.012707,0.033191,37459.68,14743.63,8245.54,60448.85
751,-0.013341,0.022666,-0.004671,96367.26,31991.98,24891.18,153250.42
752,0.008174,-0.171268,0.00889,-47310.72,-20979.87,-14204.49,-82495.08
753,-0.010427,0.051376,-0.01912,66259.41,20505.14,22642.29,109406.84
754,0.010047,0.08063,-0.036262,-69379.1,-17082.38,-21001.62,-107463.1
755,-0.006717,0.102767,-0.019269,35569.59,14247.79,8127.82,57945.2
756,0.012373,-0.044743,-0.021905,-76830.07,-27195.57,-21023.45,-125049.09
757,0.005215,-0.010864,-0.023229,-29633.32,-13031.82,-10812.36,-53477.5
758,0.001427,-0.096433,0.007818,-8248.34,369.59,-3483.08,-11361.83
759,0.013248,0.026482,-0.000536,-73081.42,-27535.82,-24088.8,-124706.04
760,0.001238,-0.026948,0.007473,-1411.66,-2624.65,-1974.54,-6010.85
761,0.007978,0.059362,-0.009053,-49565.14,-14347.67,-13222.36,-77135.17
762,-0.018621,0.049136,0.010458,131807.16,35527.43,32705.14,200039.73
763,0.008433,-0.044029,-0.012411,-48914.77,-19711.56,-15091.22,-83717.55
764,-0.010346,0.090997,0.010412,68381.72,20399.87,15545.64,104327.23
765,-0.001101,0.033253,-0.016196,7711.49,1209.96,4675.97,13597.42
766,-0.006367,0.038858,0.02788,40411.88,11604.94,12923.96,64940.78
767,-0.017812,0.02153,-0.031506,129030.32,36649.41,30811.74,196491.47
768,-0.007242,-0.079135,0.025317,47401.12,24835.54,10981.57,83218.23
769,-0.006467,-0.044862,-0.003523,50852.19,16610.99,8243.37,75706.55
770,0.012041,0.03414,0.009628,-78426.72,-27116.25,-20677.55,-126220.52
771,-0.005532,0.065632,-0.011919,26910.23,7712.05,7149.1,41771.38
772,-0.002633,0.010803,0.001076,19578.21,4773.47,4148.44,28500.12
773,0.017519,0.060268,0.008166,-102382.27,-42567.7,-32127.44,-177077.41
774,-0.004322,-0.040538,-0.030915,30616.25,13233.52,7494.72,51344.49
775,0.006482,-0.002127,-0.008833,-36590.54,-17896.4,-15005.17,-69492.11
776,-0.014423,0.042679,0.001744,100312.69,35319.07,22769.34,158401.1
777,0.012042,-0.019816,-0.010967,-74602.41,-24574.37,-21373.65,-120550.43
778,0.006103,0.004262,-0.003987,-40913.76,-12101.56,-13332.78,-66348.1
779,-0.010745,-0.018373,0.010898,83151.96,22085.76,15147.21,120384.93
780,-0.007902,0.032945,-0.019406,46242.47,18556.2,14680.07,79478.74
781,-0.014725,-0.04475,0.024893,104858.22,27331.24,21644.43,153833.89
782,0.002685,-0.014803,0.003635,-14118.13,-8507.68,-5536.5,-28162.31
783,-0.008991,-0.043162,0.011295,60977.84,14191.4,17093.83,92263.07
784,-0.003501,0.038558,-0.020295,18401.85,8106.61,3898.3,30406.76
785,-0.002749,-0.060504,-0.007827,17878.01,5818.28,4053.44,27749.73
786,0.003334,0.00739,-0.001787,-24547.0,-3795.63,-5027.72,-33370.35
787,-0.010361,0.032444,0.01751,69354.68,21713.02,13910.55,104978.25
788,-0.008434,0.042185,-0.015652,55625.09,15136.4,15137.51,85899.0
789,0.003937,0.021024,-0.022787,-24710.93,-3538.88,-5354.14,-33603.95
790,0.000933,-0.096549,-0.004987,2184.9,1995.86,-701.13,3479.63
791,-0.007193,0.002614,0.01547,52623.4,16043.8,14226.43,82893.63
792,-0.000587,-0.005145,-0.009178,5945.45,4233.56,2438.14,12617.15
793,-0.01218,-0.058224,0.022073,83393.36,26225.71,21580.06,131199.13
794,0.017516,-0.022314,0.022333,-105784.99,-41585.97,-32128.23,-179499.19
795,-0.00607,0.054655,0.024546,42055.35,11179.32,8740.37,61975.04
796,0.011376,-0.064228,-0.002078,-59208.71,-25448.56,-22337.31,-106994.58
797,-0.017655,0.1202,0.006973,117422.29,36507.21,29393.06,183322.56
798,-0.018636,0.039406,0.000676,132469.95,39154.33,32688.37,204312.65
799,-0.022348,0.045392,-0.021766,152340.51,45347.65,34768.54,232456.7
800,-0.005826,-0.032609,-0.007557,30123.86,15016.81,10932.6,56073.27
801,-0.00864,-0.029077,0.016763,56555.01,14423.24,14867.12,85845.37
802,-0.010878,-0.035394,-0.001012,78648.51,28914.68,21653.7,129216.89
803,-0.000719,0.112867,0.011165,-216.17,1792.63,-63.53,1512.93
804,-0.012479,-0.058711,-0.002945,88388.77,29410.63,19224.13,137023.53
805,-0.003033,0.02433,0.003037,23391.47,5064.35,7822.53,36278.35
806,-4.2e-05,0.037886,-0.007615,567.73,-4699.0,-1599.7,-5730.97
807,-0.002075,0.005003,0.053624,11672.48,226.82,7014.84,18914.14
808,0.010788,-0.057826,0.009305,-63329.67,-22164.12,-18120.13,-103613.92
809,-0.006323,0.025189,-0.009827,28769.11,13866.18,7649.36,50284.65
810,0.010135,-0.056541,-0.04906,-72412.44,-21407.81,-17261.78,-111082.03
811,-0.014126,-0.053619,-0.000161,101172.5,26035.13,25338.23,152545.86
812,-0.017387,0.015794,0.015116,122437.78,39495.7,32108.7,194042.18
813,0.018469,0.005431,0.036998,-117095.96,-39401.59,-32366.62,-188864.17
814,-0.010428,-0.118033,0.017386,65577.97,20695.99,21313.62,107587.58
815,0.005721,0.087011,0.002411,-33671.68,-12735.8,-11651.67,-58059.15
816,0.005518,-0.021795,0.01289,-38033.82,-12113.8,-9791.76,-59939.38
817,0.01077,-0.021217,0.02374,-71917.31,-21806.69,-20114.39,-113838.39
818,0.011157,-0.040933,-0.014335,-76003.99,-23121.54,-18231.88,-117357.41
819,0.004831,-0.007212,-0.013211,-32271.62,-10867.3,-7901.23,-51040.15
820,0.001839,0.086986,0.000793,-10070.37,-3646.54,-3852.51,-17569.42
821,0.003541,-0.021033,-0.001164,-16936.42,-8891.64,-5386.21,-31214.27
822,-0.024813,-0.009267,-0.009842,175742.45,51399.62,43458.51,270600.58
823,-0.003787,0.019317,-0.034293,25492.99,5140.75,8924.53,39558.27
824,-0.009532,0.049761,-0.000231,54859.48,17388.69,18281.53,90529.7
825,0.00791,-0.064968,0.031257,-50130.58,-13956.65,-16187.24,-80274.47
826,-0.004559,0.020795,-0.006263,15500.48,9002.58,4004.12,28507.18
827,-0.010707,-0.070143,0.022651,79406.15,23509.24,18169.91,121085.3
828,0.000283,0.056593,-0.039669,-7215.72,2417.01,1931.45,-2867.26
829,0.005897,-0.052249,0.019791,-30742.24,-10229.4,-15249.17,-56220.81
830,0.001246,0.029262,-0.010312,-7130.35,-4156.87,-3891.14,-15178.36
831,0.015106,0.010753,-0.02212,-99937.16,-34305.35,-27995.43,-162237.94
832,0.001465,0.024278,0.00969,-13226.72,-315.24,-93.94,-13635.9
833,-0.0026,-0.051604,0.002006,27850.06,2284.34,3471.04,33605.44
834,0.000574,0.027083,-0.039712,2803.65,2670.76,-1848.94,3625.47
835,0.027066,0.061385,0.023489,-153509.41,-53362.84,-47138.98,-254011.23
836,-0.00121,-0.047179,-0.011547,6340.83,2736.54,5301.3,14378.67
837,-0.021025,0.067247,-0.020238,146085.65,41979.2,40291.96,228356.81
838,-0.005,0.026072,0.011465,27259.63,10208.8,11107.92,48576.35
839,-0.008732,0.041448,-0.006622,64294.25,23580.42,11178.61,99053.28
840,-0.013381,-0.021925,0.029308,93669.97,24366.58,24641.39,142677.94
841,-0.009137,0.043527,0.010779,56680.75,18990.57,18348.35,94019.67
842,-0.01892,0.015055,-0.022138,130956.05,41106.07,36947.79,209009.91
843,-0.000263,0.073276,-0.01681,-764.19,2313.43,861.1,2410.34
844,-0.003284,-0.017776,0.026666,20147.7,3834.25,4004.74,27986.69
845,0.006699,0.112826,-0.01048,-31790.72,-14100.45,-12215.9,-58107.07
846,-0.009103,-0.009901,-0.015123,56850.47,14159.67,19371.05,90381.19
847,0.010644,0.01358,-0.00288,-66663.92,-24682.83,-20788.02,-112134.77
848,0.007174,-0.013111,0.006515,-53786.08,-16011.98,-14789.73,-84587.79
849,0.004841,0.049764,0.029194,-34081.33,-13548.87,-9259.76,-56889.96
850,-0.006993,0.021562,-0.028056,37783.7,13646.23,13621.06,65050.99
851,-0.010275,0.042456,0.007307,76893.91,19169.83,14664.8,110728.54
852,0.005985,0.013994,0.00405,-43338.29,-10243.93,-11681.48,-65263.7
853,0.002021,-0.022978,0.007088,-19017.72,-2744.24,-2200.67,-23962.63
854,0.00116,0.082195,0.004143,-2914.55,-2158.29,-359.22,-5432.06
855,-0.015333,0.001647,-0.022539,105656.72,33351.97,28294.49,167303.18
856,0.004899,-0.016843,-0.015072,-43016.74,-10081.55,-6248.71,-59347.0
857,0.001084,-0.004238,0.002861,-8957.69,-1691.36,-2695.97,-13345.02
858,-0.008989,-0.003765,-0.001942,69621.11,16459.44,15321.65,101402.2
859,-0.002567,-0.022384,0.010262,28021.28,4427.49,5497.77,37946.54
860,-0.019124,-0.019676,0.031105,132257.9,41666.83,32029.77,205954.5
861,0.002576,0.081639,-0.023202,-5659.25,-10046.53,-5452.5,-21158.28
862,-0.008359,-0.013623,-0.016978,51283.22,13994.02,15833.07,81110.31
863,-0.00238,-0.024976,0.005645,8121.5,5916.24,3952.93,17990.67
864,-0.00063,0.025958,0.03287,5721.27,724.17,-1268.43,5177.01
865,-0.023908,0.006394,-0.025193,155562.87,49154.57,42079.2,246796.64
866,0.007443,0.053063,0.017514,-42620.4,-20034.59,-13250.08,-75905.07
867,0.005798,0.002319,-0.003103,-36792.39,-11439.94,-10242.93,-58475.26
868,-0.008463,-0.085141,-0.004081,56907.0,17911.61,16631.1,91449.71
869,0.011306,-0.005201,-0.001937,-67747.66,-22463.09,-20557.67,-110768.42
870,0.00659,-0.007319,-0.002502,-39690.66,-14742.79,-11277.5,-65710.95
871,0.002975,0.040859,0.014963,-17805.96,-14074.74,-4690.57,-36571.27
872,0.003979,0.030046,-0.01912,-36116.76,-5937.09,-9372.27,-51426.12
873,0.012222,-0.028933,-0.020543,-74332.09,-23817.03,-20152.59,-118301.71
874,0.005016,-0.03539,-0.030538,-33986.87,-13970.94,-7862.92,-55820.73
875,0.008742,0.008635,-1.9e-05,-56658.57,-15418.16,-18872.85,-90949.58
876,-0.012062,0.091337,-0.025099,84328.3,27539.54,17134.53,129002.37
877,-0.017343,0.063236,-0.019459,114768.73,34857.63,28235.82,177862.18
878,0.005263,-0.059102,-0.039315,-27802.46,-14450.35,-10661.1,-52913.91
879,0.008299,0.003512,0.022247,-48165.56,-18787.31,-12395.69,-79348.56
880,0.001678,-0.029919,0.005808,-17389.23,-1021.69,-1511.02,-19921.94
881,0.001204,-0.095914,0.023088,-5605.24,-2596.4,-2455.57,-10657.21
882,-0.005367,-0.017224,0.015384,32951.27,10448.2,9083.73,52483.2
883,-0.001002,-0.030891,-0.003404,8251.98,-610.27,1412.29,9054.0
884,0.01931,-0.003157,-0.018608,-122361.46,-44346.25,-30344.89,-197052.6
885,0.01008,-0.064481,0.004274,-57111.03,-21289.87,-18522.82,-96923.72
886,0.022409,-0.095267,0.052652,-134059.81,-43187.6,-41392.88,-218640.29
887,-0.007256,-0.053998,-0.002021,49886.17,18437.68,9202.26,77526.11
888,0.001569,0.044745,0.021644,-12344.67,-4578.79,-2913.83,-19837.29
889,0.001861,0.06513,-0.024202,-15946.81,-7901.34,-2381.81,-26229.96
890,0.011014,-0.071048,0.001774,-63714.64,-20775.09,-17618.3,-102108.03
891,-0.011899,0.038472,-0.003719,85878.27,26334.88,19072.83,131285.98
892,0.002788,0.040926,-0.010127,-17303.86,-9864.88,-3753.26,-30922.0
893,-0.000563,0.045704,0.010417,1628.4,-1357.57,-1173.81,-902.98
894,-0.005074,0.044355,-0.035125,28383.13,13232.86,11487.05,53103.04
895,-0.009832,-0.05234,0.028143,65462.19,17962.71,19196.2,102621.1
896,0.005035,0.036833,-0.016849,-30281.77,-6834.24,-7478.98,-44594.99
897,0.009199,0.070157,0.008553,-60713.29,-16685.93,-18217.15,-95616.37
898,-0.002223,0.029404,-0.064348,15824.29,5567.59,1596.49,22988.37
899,0.003259,0.009497,0.000679,-14994.85,-4206.34,-4390.01,-23591.2
900,-0.010242,-0.000867,0.023689,67861.41,26171.44,19159.84,113192.69
901,0.017096,-0.053367,-0.003093,-104846.25,-34082.25,-31223.55,-170152.05
902,-0.016076,0.01891,-0.007329,107955.87,31681.32,28220.14,167857.33
903,-0.010769,-0.00971,-0.016574,69559.0,23675.44,20040.14,113274.58
904,-0.003061,0.048392,-0.019454,12508.15,2419.23,3175.41,18102.79
905,-0.013129,0.101058,-0.031004,93903.5,27495.37,23293.54,144692.41
906,-0.009057,0.016273,-0.018278,65332.04,22036.86,15489.97,102858.87
907,-0.000694,0.021636,0.007632,9640.22,4444.18,1149.25,15233.65
908,-0.004772,0.040581,-0.003126,32100.73,11612.66,10254.82,53968.21
909,0.002608,-0.02936,0.03594,-9150.33,-8531.82,-6362.3,-24044.45
910,-0.00786,0.042428,0.036703,49949.6,17014.09,12171.42,79135.11
911,0.017002,0.041241,-0.016493,-114520.26,-32591.29,-30728.32,-177839.87
912,0.008427,0.014685,-0.036686,-57213.53,-18759.81,-16015.12,-91988.46
913,0.001162,0.020069,0.035787,-5159.51,2033.77,-2974.96,-6100.7
914,0.011652,-0.01906,-0.01834,-77480.38,-32395.35,-18566.55,-128442.28
915,-0.012902,0.070407,-0.003484,79833.71,23740.91,22830.66,126405.28
916,-0.0188,0.029497,-0.030327,126454.39,40075.27,33646.48,200176.14
917,0.007977,-0.065327,-0.006169,-44954.99,-17676.75,-13291.78,-75923.52
918,0.001624,0.065062,-0.009318,-17448.93,-6314.84,-2448.76,-26212.53
919,-0.015695,-0.027221,0.001508,103729.97,33940.92,28758.83,166429.72
920,0.004549,-0.077375,0.001584,-28316.23,-10695.87,-7288.79,-46300.89
921,0.002774,-0.004544,-0.020085,-17992.53,-225.12,-5611.8,-23829.45
922,0.010473,0.001943,-0.016015,-67089.93,-22044.03,-16912.69,-106046.65
923,0.0238,0.002733,-0.024617,-150230.45,-51246.31,-43668.97,-245145.73
924,0.005579,0.028263,-0.00292,-32276.64,-11521.75,-5972.42,-49770.81
925,0.006261,0.044781,-0.028963,-45672.23,-11712.11,-13993.02,-71377.36
926,-0.006245,0.058971,-0.012917,35419.7,15116.62,15012.94,65549.26
927,-0.008086,0.061201,-0.018663,53470.89,16774.15,12506.46,82751.5
928,0.008754,-0.076986,0.003901,-49805.66,-16006.81,-14249.45,-80061.92
929,0.015853,-0.010981,-0.030495,-96713.78,-33668.57,-31815.85,-162198.2
930,-0.011251,-0.062631,-0.016291,74223.88,22688.5,18019.15,114931.53
931,-0.012539,0.018873,0.002331,85777.18,31669.74,22144.28,139591.2
932,-0.003667,-0.00529,0.001976,27214.21,7565.65,2494.0,37273.86
933,-0.004367,7.5e-05,0.026084,24888.33,4265.93,7728.17,36882.43
934,0.008662,-0.019671,0.047661,-43879.59,-18408.39,-14699.1,-76987.08
935,0.013687,-0.004492,-0.016082,-80307.68,-27350.12,-25430.62,-133088.42
936,0.002792,-0.008003,-0.007702,-21899.52,-5498.24,-5389.17,-32786.93
937,0.002847,0.040992,0.004631,-17080.12,-7602.37,-2605.18,-27287.67
938,-0.008485,-0.0806,-0.02142,61945.73,19195.81,17388.3,98529.84
939,-0.013231,0.116011,-0.005674,81135.18,34371.43,20400.89,135907.5
940,-0.003979,-0.010288,0.008882,22262.93,11473.75,8430.66,42167.34
941,0.000191,0.066216,-0.001357,-2616.75,5593.91,259.71,3236.87
942,-0.009857,-0.042513,0.000379,54263.24,18799.71,16949.55,90012.5
943,-0.001672,-0.062872,-0.00897,16829.76,6430.59,3100.47,26360.82
944,-0.000689,-0.008081,0.004726,5002.68,2419.53,2202.62,9624.83
945,-0.012111,-0.015513,0.003958,77193.07,23411.79,20637.48,121242.34
946,-0.001688,0.01083,-0.016961,15878.49,3014.3,3228.12,22120.91
947,-0.003698,0.011783,0.033424,22451.26,6132.99,4774.77,33359.02
948,-0.000596,-0.00356,0.001029,6224.7,2278.56,992.38,9495.64
949,0.019538,0.034534,-0.021785,-126134.1,-43116.78,-33690.83,-202941.71
950,-0.007795,-0.031381,0.000521,50324.76,10226.39,15717.65,76268.8
951,0.00845,-0.064256,0.001138,-58898.56,-19570.48,-13729.94,-92198.98
952,0.0081,0.039332,0.004897,-44800.64,-18842.67,-14872.08,-78515.39
953,-0.025946,-0.004653,0.011594,185224.32,52615.12,46835.58,284675.02
954,-0.000738,0.038321,0.009723,11933.81,2568.54,2504.54,17006.89
955,-0.000767,-0.025145,0.009815,12513.51,-236.58,838.6,13115.53
956,0.000267,0.034245,0.006909,2834.64,5362.07,-1741.52,6455.19
957,0.006097,0.016032,0.000381,-35765.48,-13604.72,-9963.19,-59333.39
958,-0.013053,-0.026941,0.02095,93722.95,28189.44,21805.99,143718.38
959,0.008253,0.061824,-0.008247,-59384.98,-15983.18,-12532.09,-87900.25
960,0.005875,0.078254,0.031386,-38936.86,-11740.17,-11215.28,-61892.31
961,-0.010221,-0.048172,0.01434,70298.96,24133.22,22847.15,117279.33
962,0.004999,-0.039396,0.020703,-35961.75,-5252.21,-12640.59,-53854.55
963,-0.005465,0.031107,0.02355,32812.88,8902.75,9806.69,51522.32
964,0.01909,-0.076919,-0.006282,-114584.1,-42476.72,-34815.27,-191876.09
965,-0.002334,0.014635,-0.003901,22620.84,6679.04,4827.34,34127.22
966,0.010277,0.02004,-0.008864,-65737.09,-24969.03,-13871.42,-104577.54
967,0.009307,-0.127979,0.026663,-65877.67,-17983.2,-20602.65,-104463.52
968,-0.004281,0.067047,0.027933,29774.7,11353.11,4622.31,45750.12
969,0.005383,0.042549,0.051395,-37455.7,-11256.09,-9210.77,-57922.56
970,0.006986,0.044026,0.021218,-39370.09,-19113.61,-17381.75,-75865.45
971,-0.005144,-0.001771,-0.012265,31731.29,9793.16,10105.03,51629.48
972,-0.010337,-0.003891,-0.001403,72367.65,25193.25,21354.46,118915.36
973,-0.00746,-0.099999,-0.004839,41798.45,23869.54,11234.48,76902.47
974,0.005638,0.046703,0.006812,-25550.3,-12447.95,-11480.47,-49478.72
975,-0.008866,0.0375,-0.003796,54966.89,19943.03,16845.77,91755.69
976,0.002713,0.04498,0.001762,-20437.35,-3263.21,-6500.89,-30201.45
977,-0.011289,0.057797,-0.006957,84573.33,26276.38,18794.93,129644.64
978,0.004862,0.126419,0.015085,-28163.97,-11994.81,-4771.14,-44929.92
979,0.013179,-0.029278,0.037608,-80934.04,-30197.84,-24129.15,-135261.03
980,0.008777,-0.041675,-0.022062,-57511.65,-19300.27,-16618.63,-93430.55
981,-0.004539,0.045847,0.00513,27391.86,8249.3,7635.33,43276.49
982,-0.000744,-0.003509,0.017605,5834.57,2242.07,4148.38,12225.02
983,0.018767,-0.061549,-0.031578,-115805.28,-37060.29,-31901.76,-184767.33
984,0.010541,-0.019618,-0.039134,-72850.36,-20441.89,-16217.83,-109510.08
985,-0.019068,0.070533,0.009293,131770.4,38162.26,36360.59,206293.25
986,0.00897,0.024541,-0.014628,-48424.12,-18746.08,-15009.88,-82180.08
987,0.000731,-0.038278,0.006394,-1252.16,-2859.07,-803.08,-4914.31
988,0.000585,0.045757,-0.005979,-2661.91,83.02,-1661.02,-4239.91
989,-0.008254,-0.03313,0.008184,54004.19,16586.68,15569.46,86160.33
990,0.010195,0.059586,-0.01225,-59314.65,-15154.37,-17487.01,-91956.03
991,-0.000733,-0.014088,-0.021275,8988.52,1332.93,976.18,11297.63
992,0.006873,0.038974,-0.012017,-46499.15,-16298.28,-7732.75,-70530.18
993,0.014771,0.035352,-0.007508,-92389.72,-29929.75,-21284.08,-143603.55
994,0.002889,0.025441,-0.05098,-17301.36,-10248.0,-6000.45,-33549.81
995,0.000469,-0.015105,-0.012719,-6177.87,-1617.75,-1325.23,-9120.85
996,0.000203,-0.002724,0.025578,-11564.8,309.2,-210.72,-11466.32
997,-0.001342,-0.035291,-0.002994,595.35,3438.15,3111.03,7144.53
998,-0.007041,0.097035,-0.002409,47100.17,18792.78,16535.04,82427.99
999,-0.011233,-0.028858,-0.002054,72141.95,26128.47,17840.14,116110.56
1000,0.012666,0.031182,0.023281,-82962.09,-27749.15,-20242.92,-130954.16
